Question,Answer
"יוסי מנהל החברה עוקב אחר עובדיו בעזרת המודל הרלציוני, אשר המפתח הראשי בו הוא השם הפרטי ושם המשפחה של העוב לשניים מעובדיו קוראים דני כהן, מה הכי יעיל ליוסי?
 
1.   להפוך את העמודה של השם לעמודת מפתח זר, וכך יוכל לקרוא פרטים נוספים ולהבדיל ביניהם
 
2.   לפטר את אחד הדנים וכך לחסוך עבודה רבה והתבלבלויות שיוצרות חוסר נעימות
 
3.   לעבור לשיטת המודל ההיררכי וליצור לכל דני תקייה נפרדת, כך לא יתבלבל ביניהם
 
4.   יוסי יכול להוסיף עמודה של מספר סידורי ולקבוע אותה כעמודת מפתח ראשי, כך יבדיל בין דני אחד לאחר
 
 .",2
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע ניהולית 
2.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
3.  מערכת מידע תומכת החלטות 
4.  מערכת מידע תפעולית 
 .",1
"בחר/י בתשובה הנכונה
 
1.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
2.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
3.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
4.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
 .",1
"אילו מבין הבאים מהווה דוגמה לשימוש בטכנולוגיית NFC?
 
1. תשלום בכרטיס אשראי ללא צורך במזומן.
 
2. בקרת כניסה לאזור שמור.
 
3. כל התשובות נכונות.
 
4. קניית כרטיסים לתחבורה ציבורית.
 
 .",4
"פרוטוקול תקשורת הוא:
 
1. הצורה שבה בני אדם מדברים בטלפון
 
2. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
3. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
4. האופן שבו מסמך WORD כתוב
 
 .",4
"מה ההבדל העיקרי בין מודל מפל המים לבין מודל ה AGILE?
 
1.   AGILE דורש דרישות ידועות מראש, לעומת מפל המים שיכול לשנות החלטות
 
2.   מחיר מודל מפל המים גדול ממחיר מודל ה AGILE
 
3.   זמן בניית הפרויקט ארוך הרבה יותר במודל ה AGILE
 
4.   מודל ה AGILE גמיש בהרבה ממפל המים, שכמעט לא ניתן לשינוי *
 
 .",2
"מהו ההיגד הנכון ביותר:
 
1. תוכנה רזה תעבוד בקלות על מחשב שמן
  
2. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
3. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
4. מחשב רזה יעבד בקלות תוכנה שמנה
  
 .",1
"בחר/י בתשובה הנכונה
 
1.   מודל 'מפל המים' הוא המודל הנפוץ ביותר כיום עקב גמישותו לשינויים
 
2.   במודל 'מפל המים' ניתן לשנות את הדרישות מהמוצר תוך כדי התהליך בקלות ובלי כל תהליך מיוחד
 
3.   מודל 'מפל המים' הוא מודל מסודר, המחלק את הפרויקט לחלקים. במודל תמיד עובדים לפי הסדר ואי אפשר לעבור לשלב הבא לפני שהנוכחי נחתם ע'י הגורמים האחראיים *
 
4.   פרויקט בניה מזכיר פרויקט תוכנה בהיבט הסיכוי שלו להצליח
 
 .",2
"מה מהבאים נכון לגבי הקשר בין מערכות המלצה (recommendation systems) ומערכות תומכות החלטה (decision support systems)?
 
1. מערכות המלצה ומערכות תומכות החלטה זה אותו דבר בשם אחר ובשימוש בתחום אחר
 
2. מערכות המלצה מתמקדות בהמלצה על מוצרים או שירותים בעוד מערכת תומכות החלטה מתמקדות בהצגת מידע ונתונים למקבלי ההחלטות באופן שיעזור להם לקבל החלטה
 
3. מערכות תומכות החלטה הן סוג של מערכות המלצה
 
4. מערכות תומכות החלטה מיועדות לעסקים ומערכות המלצה משמשות בסחר אלקטרוני
 
 .",1
"אתה מנכ""ל חברה מצליחה למחשבים, אילו מהבאים לא הייתה מחשיב בתור תועלת מוחשית לחברה?
 
1.   מספר המכירות גדלו ביחס לרבעון הקודם
 
2.   העובדים מרוצים ושמחים יותר לבוא לעבוד
 
3.   הביאו מכונה חדשה שעושה עבודה שדרשה שלושה עובדים בעבר
 
4.   נמכר פי 2 מהמלאי מתחילת השנה ביחס לשנה שעברה
 
 .",2
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1.   לא ניתן לדעת
 
2. RAD
 
3.   waterfall
 
4. agile
 
 .",4
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
2.   תמיד מגיע בצבע מסוים
 
3.   זכרון וכוח עיבוד גדול *
 
4.   חומרתו חייבת להיות מסוג מאוד מסוים
 
 .",4
"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   כל התשובות נכונות
 
2.   נזק מגורם אנושי פנימי
 
3.   תקלות טכניות
 
4.   נזק מגורם אנושי חיצוני
 
 .",3
"מהם מקורות הסיכון לחברה מבחינת אבטחת המידע?
 
1. עובד שבטעות מחק נתונים חשובים מתוך בסיס הנתונים
 
2. השתתפות עובד בכנס בו נמצאים נציגי המתחרים
 
3. כניסה למייל Phishing (דיוג) על ידי עובד חברה
 
4. תקלה טכנית בכונן קשיח חשוב בחברה
 
 .",1
"חיים מנהל חברה גדולה. יום אחד נפגעה קשות חברתו, בעקבות נזק שקרה במערכות המידע. מה ייתכן שגרם לנזק במערכות המידע בחברתו של חיים?
 
1.   אחד מעובדיו גנב מידע
 
2.   אחד מעובדיו לחץ בטעות על קישור מזיק
 
3. כל התשובות נכונות
 
4.   נשרפו המשרדים, נגרם נזק פיזי
 
 .",2
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי חיצוני
 
2.   נזק מגורם אנושי פנימי
 
3.   נזק תקלה תכנית מתפעול המערכת
 
4. פיזי
 
 .",1
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   שם פרטי + שם משפחה
 
2.   מספר ת""ז
 
3.   תאריך לידה
 
4.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
 .",1
"איזה מבין הבאים הוא חסרון של ERP?
 
1. מערכת יקרה
 
2. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
3. נדרש תהליך הטמעה איטנסיבי
 
4. כל התשובות נכונות
 
 .",4
"מה מהבאים הינו תועלת בלתי מוחשית?
 
1.   עלייה במוניטין החברה
 
2.   אף תשובה אינה נכונה
 
3.   צמצום בכוח אדם
 
4.   הגדלת המכירות
 
 .",2
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
2.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
3.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
4.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
 .",1
"פרוטוקול תקשורת הוא:
 
1. האופן שבו מסמך WORD כתוב
 
2. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
3. הצורה שבה בני אדם מדברים בטלפון
 
4. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
 .",1
"איזה מבין הבאים הוא חסרון של ERP?
 
1. כל התשובות נכונות
 
2. יש פער בין מה שנכלל בה לבין צורכי הארגון
 
3. נדרש תהליך הטמעה איטנסיבי
 
4. מערכת יקרה
 
 .",3
"מה מהבאים אינו אחת ממטרותיו של בסיס נתונים?
 
1.   איחוד כל המידע במקום אחד
 
2.   מעקב ופיקוח על הדרג התפעולי
 
3.   שמירה על אחידות ושלמות מידע
 
4.   שירות מספר גדול של משתמשים
 
 .",3
"מהי ההגדרה של TCO?
 
1.   כלל ההכנסות בעקבות הטמעת הארגון
 
2.   כלל התועלת מהטמעת המערכת בחברה
 
3.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
4.   כלל ההחזר על ההשקעה במערכת
 
 .",3
"איזה ממודלי הסבת הנתונים הבאים הוא המהיר ביותר להטמעה?
 
1. הסבה הדרגתית
 
2. הסבה מיידית (Big bang)
 
3. הסבה במקביל
 
4. הסבה פיילוט
 
 .",4
"פרוטוקול תקשורת הוא:
 
1. האופן שבו מסמך WORD כתוב
 
2. הצורה שבה בני אדם מדברים בטלפון
 
3. אוסף של כללים המגדירים את אופן בקשת וקבלת נתונים במערכת תקשורת מסוימת
 
4. האופן שבו מערכת מבוססת BLE מסוגלת לדבר עם מערכת מבוססת NFC
 
 .",1
"טכנולוגיית NFC (Near Frequency Communication) מבוססת על:
 
1. טכנולוגיית כרטיסים מגנטיים המבוססת על פס מגנטי הכולל את מספר חשבון הבנק של בעל הכרטיס.
 
2. טכנולוגיית רדיו הפועלת בתקן המאפשר לקשר בין רשת אלחוטית ורשת חוטים.
 
3. טכנולוגיית כרטיסים חכמים השונה מכרטיסים מגנטיים בכך שמבוססת עלשבב עם מעבד וזכרון ומאפשרת הצפנה ברמה גבוהה.
 
4. תקשורת רדיו בטווח קצר של מספר ס""מ. התקשורת מאפשרת יישומים בתחום הזדהות בכניסה למתחמים מסווגים, כרטיסי אוטובוס ובצוע תשלומים.
 
 .",3
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Agile
 
2. מודל הספירלה
 
3. Firewall
 
4. RAD
 
 .",2
"TRANSACTION LOG היא דרך
 
1.    לאסוף מידע על צרכן באמצעות טפסים שהלקוח ממלא באינטרנט
    
2.   לשמור עוגיות על מחשב החברה    
3.   מדד אפקטיביות לפרסומות מקוונות
   
4.  לאסוף מידע על צרכן באמצעות שמירה של כל לחיצה שלו על קישור בבסיס נתונים   
 .",2
"מהו יתרון וחסרון אפשריים במדיניות של ""אתר חם"" כתוכנית התאוששות?
 
1.   יתרון – עלות נמוכה. חסרון – חוסר גיבוי מספק של המידע.
 
2.   יתרון – התאוששות מידית. חסרון – עלות כפולה.
 
3.   יתרון – התאוששות מהירה. חסרון – קרבה פיזית של האתרים (במקרה של אסון).
 
4.   יתרון – עלות נמוכה. חסרון – התאוששות איטית.
 
 .",1
"תומר חווה ילדות קשה מאוד, כשכל חבריו לכיתה לעגו לו על כך שהוא חסר פיגמנטים. כעת, כשהוא איש חכם מאוד ויש לו עסק משלו, הוא מעוניין להקים רשת חברתית עבור אנשים לבקנים שיוכלו לשתף אחד את השני בחוויות הקשות שלהם. כיצד היית מגדיר את האתר שתומר יקים?
 
1.   Market creator
 
2.   Service provider
 
3.   Transaction broker
 
4.   Community provider
 
 .",4
